pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
23781254,1528086049.992888,e,udp,192.168.100.148,47083,192.168.100.7,80,5,300,INT,1528086067.784295,167157,17.791407,2.880252,2.046133,,,8.640757,0.0,4.561418,,,,,5,0,300,0,0.224828,0.224828,0.0,1,DoS,UDP
23192173,1528085986.831792,e,udp,192.168.100.149,70.0,192.168.100.3,80.0,24,1440,INT,1528086005.6689,102400,18.837109,4.079082,1.077823,,,16.316328,2.220082,4.796192,,,,,24,0,1440,0,1.220994,1.220994,0.0,1,DoS,UDP
22013926,1528085827.768336,e,udp,192.168.100.148,44586,192.168.100.7,80,2,120,INT,1528085832.652306,234975,4.88397,4.88397,0.0,,,4.88397,4.88397,4.88397,,,,,2,0,120,0,0.204751,0.204751,0.0,1,DoS,UDP
22030661,1528085828.224879,e,udp,192.168.100.148,52809,192.168.100.7,80,2,120,INT,1528085833.024197,251710,4.799318,4.799318,0.0,,,4.799318,4.799318,4.799318,,,,,2,0,120,0,0.208363,0.208363,0.0,1,DoS,UDP
23695184,1528086048.673899,e,udp,192.168.100.150,17862,192.168.100.5,80,5,300,INT,1528086068.30539,81087,19.631491,2.639343,1.867767,,,7.918029,0.0,4.049755,,,,,5,0,300,0,0.203754,0.203754,0.0,1,DoS,UDP
23353991,1528086006.813385,e,udp,192.168.100.148,62556.0,192.168.100.7,80.0,9,540,INT,1528086046.378442,2057,39.565056,1.707122,2.020445,,,10.242735,0.0,4.591355,,,,,9,0,540,0,0.202199,0.202199,0.0,1,DoS,UDP
21140013,1528085742.868866,e,udp,192.168.100.147,53123,192.168.100.6,80,5,300,INT,1528085760.071424,147568,17.202559,2.857622,2.020679,,,8.572866,0.0,4.300914,,,,,5,0,300,0,0.232524,0.232524,0.0,1,DoS,UDP
22211852,1528085865.26346,e,udp,192.168.100.150,22134,192.168.100.5,80,6,360,INT,1528085883.881124,170736,18.617664,3.73838,0.016697,,,11.215139,3.721189,3.760994,,,,,6,0,360,0,0.268562,0.268562,0.0,1,DoS,UDP
22854728,1528085946.928524,e,udp,192.168.100.150,2939,192.168.100.5,80,3,180,INT,1528085957.154347,27120,10.225823,1.597442,1.597442,,,3.194884,0.0,3.194884,,,,,3,0,180,0,0.195583,0.195583,0.0,1,DoS,UDP
23578171,1528086010.538479,e,udp,192.168.100.150,16014,192.168.100.5,80,7,420,INT,1528086038.554718,226237,28.016239,2.589476,2.0011,,,10.357903,0.0,4.703898,,,,,7,0,420,0,0.214162,0.214162,0.0,1,DoS,UDP
